Comparison for osu_bw between Native and Container OSU Latency Test
----------------------------------------------------------------------
Size	Native Latency (us)	Container Latency (us)	Overhead (%)
0	5.6		5.6		0%
1	3.81		3.58		-6.00%
2	7.90		7.59		-3.00%
3	15.49		14.86		-4.00%
4	32.03		30.51		-4.00%
5	63.57		60.77		-4.00%
6	127.54		121.39		-4.00%
7	250.10		229.22		-8.00%
8	426.43		405.61		-4.00%
9	813.26		778.74		-4.00%
10	1568.18		1485.57		-5.00%
11	2714.19		2623.14		-3.00%
12	3982.49		3862.44		-3.00%
13	4966.15		4855.28		-2.00%
14	5575.21		5517.56		-1.00%
15	5665.72		5622.33		0%
16	5772.27		5752.55		0%
17	5857.60		5839.94		0%
18	5887.49		5873.86		0%
19	6335.17		6331.85		0%
20	6347.98		6346.48		0%
21	6352.05		6351.60		0%
22	6355.00		6353.54		0%
23	6333.25		6331.03		0%
